bin,binSize,pageviews_median,pageviews_sum,timestamp,article,level,change
4,30,20,744.7192375833716,20151029,Chloe_Kim,0,false
5,30,32,1124.9299888615571,20151127,Chloe_Kim,0,false
6,30,41,1505.129812200314,20151227,Chloe_Kim,0,false
7,30,269,20158.483697886502,20160126,Chloe_Kim,0,false
8,30,106,17074.34727177101,20160225,Chloe_Kim,0,false
9,30,40,1266.0816490012066,20160327,Chloe_Kim,0,false
10,30,30,985.3065632783693,20160426,Chloe_Kim,0,false
11,30,26,902.9756271009556,20160526,Chloe_Kim,0,false
12,30,52,3253.037378851499,20160625,Chloe_Kim,0,false
13,30,42,1533.656872568703,20160725,Chloe_Kim,0,false
14,30,26,838.076967085829,20160824,Chloe_Kim,0,false
15,30,21,919.9648158426908,20160923,Chloe_Kim,0,false
16,30,39,1320.7307572083012,20161023,Chloe_Kim,0,false
17,30,46,1860.8798322343287,20161121,Chloe_Kim,0,false
18,30,83,2626.223844331224,20161221,Chloe_Kim,0,false
19,30,200,9576.617672451044,20170120,Chloe_Kim,0,false
20,30,95,3110.8519685149363,20170219,Chloe_Kim,0,false
21,30,47,1579.6064165573766,20170322,Chloe_Kim,0,false
22,30,57,2080.425249560178,20170421,Chloe_Kim,0,false
23,30,32,988.9480187586373,20170521,Chloe_Kim,0,false
24,30,43,1337.5824128569755,20170620,Chloe_Kim,0,false
25,30,48,1636.2237452208333,20170720,Chloe_Kim,0,false
26,30,41,1291.4455881796516,20170819,Chloe_Kim,0,false
27,30,60,2731.2486491539867,20170918,Chloe_Kim,1,true
28,30,80,3081.4838824618296,20171018,Chloe_Kim,1,false
29,30,147,7217.2160007698885,20171116,Chloe_Kim,2,true
30,30,282,10337.01051467971,20171216,Chloe_Kim,3,true
31,30,1996,545594.0480068366,20180115,Chloe_Kim,3,false
32,30,3690,334757.0268645349,20180214,Chloe_Kim,3,false
33,30,576,18853.449880953867,20180317,Chloe_Kim,3,false
34,30,460,17313.878219350347,20180416,Chloe_Kim,3,false
35,30,1072,33869.52871194462,20180516,Chloe_Kim,4,true
36,30,956,30975.804905369172,20180615,Chloe_Kim,4,false
37,30,1083,55237.80102000765,20180715,Chloe_Kim,4,false
38,30,820,24991.203158488224,20180814,Chloe_Kim,4,false
39,30,612,611.8315055187647,20180913,Chloe_Kim,4,false
0,30,0,21.288895541329026,20150701,Chris_Eubank_Jr.,0,false
1,30,0,16.259229761004846,20150731,Chris_Eubank_Jr.,0,false
2,30,1,37.62598127395431,20150830,Chris_Eubank_Jr.,0,false
3,30,2,90.3639921995878,20150929,Chris_Eubank_Jr.,0,false
4,30,2,71.80755568936473,20151029,Chris_Eubank_Jr.,0,false
5,30,4,233.14866010920608,20151127,Chris_Eubank_Jr.,0,false
6,30,1,33.851334944270214,20151227,Chris_Eubank_Jr.,0,false
7,30,1,33.56607104327024,20160126,Chris_Eubank_Jr.,0,false
8,30,1,57.13427490611928,20160225,Chris_Eubank_Jr.,0,false
9,30,1,110.53852057572314,20160327,Chris_Eubank_Jr.,0,false
10,30,1,259.9880028095615,20160426,Chris_Eubank_Jr.,0,false
11,30,33,1239.2257086552656,20160526,Chris_Eubank_Jr.,0,false
12,30,1263,44663.9875901939,20160625,Chris_Eubank_Jr.,3,true
13,30,502,16442.277921275097,20160725,Chris_Eubank_Jr.,3,false
14,30,992,62761.19537390472,20160824,Chris_Eubank_Jr.,3,false
15,30,566,18317.52670294071,20160923,Chris_Eubank_Jr.,3,false
16,30,435,13898.676564557147,20161023,Chris_Eubank_Jr.,3,false
17,30,1182,49388.383258749614,20161121,Chris_Eubank_Jr.,3,false
18,30,1512,48833.82066662452,20161221,Chris_Eubank_Jr.,3,false
19,30,1604,97364.56852713581,20170120,Chris_Eubank_Jr.,3,false
20,30,756,28119.268429418564,20170219,Chris_Eubank_Jr.,3,false
21,30,641,24445.98863449957,20170322,Chris_Eubank_Jr.,3,false
22,30,1316,46382.143760976454,20170421,Chris_Eubank_Jr.,3,false
23,30,1079,37040.27737202703,20170521,Chris_Eubank_Jr.,3,false
24,30,1808,101603.61356427326,20170620,Chris_Eubank_Jr.,3,false
25,30,894,28093.022979140755,20170720,Chris_Eubank_Jr.,3,false
26,30,1605,62198.33722180251,20170819,Chris_Eubank_Jr.,3,false
27,30,2207,132462.75878168357,20170918,Chris_Eubank_Jr.,3,false
28,30,1053,34519.40983420031,20171018,Chris_Eubank_Jr.,3,false
29,30,1378,56174.22549603408,20171116,Chris_Eubank_Jr.,3,false
30,30,1110,46238.86652004246,20171216,Chris_Eubank_Jr.,3,false
31,30,1312,56022.406227421416,20180115,Chris_Eubank_Jr.,3,false
32,30,1415,186386.77933304248,20180214,Chris_Eubank_Jr.,3,false
33,30,1016,32446.562536054043,20180317,Chris_Eubank_Jr.,3,false
34,30,1066,38187.89807532793,20180416,Chris_Eubank_Jr.,3,false
35,30,641,19870.073258719967,20180516,Chris_Eubank_Jr.,3,false
36,30,486,15098.432215004914,20180615,Chris_Eubank_Jr.,3,false
37,30,734,22866.357394332743,20180715,Chris_Eubank_Jr.,4,true
38,30,720,24761.207846534562,20180814,Chris_Eubank_Jr.,4,false
39,30,1312,1312.3940556827467,20180913,Chris_Eubank_Jr.,5,true
5,30,0,3.395297496942836,20151223,Christopher_Steele,0,false
6,30,0,0,20151227,Christopher_Steele,0,false
7,30,0,0,20160126,Christopher_Steele,0,false
8,30,0,0,20160225,Christopher_Steele,0,false
9,30,0,0,20160327,Christopher_Steele,0,false
10,30,0,0,20160426,Christopher_Steele,0,false
11,30,0,0,20160526,Christopher_Steele,0,false
12,30,0,0,20160625,Christopher_Steele,0,false
13,30,0,0,20160725,Christopher_Steele,0,false
14,30,0,0,20160824,Christopher_Steele,0,false
15,30,0,0,20160923,Christopher_Steele,0,false
16,30,0,0,20161023,Christopher_Steele,0,false
17,30,0,0,20161121,Christopher_Steele,0,false
18,30,0,20732.91264331169,20161221,Christopher_Steele,0,false
19,30,402,19204.7057881687,20170120,Christopher_Steele,2,true
20,30,525,26202.558197040762,20170219,Christopher_Steele,2,false
21,30,379,14765.962133334251,20170322,Christopher_Steele,2,false
22,30,221,7821.808180013923,20170421,Christopher_Steele,2,false
23,30,296,13158.32420400604,20170521,Christopher_Steele,2,false
24,30,248,11171.734611987147,20170620,Christopher_Steele,2,false
25,30,288,11129.719841756447,20170720,Christopher_Steele,2,false
26,30,156,8935.780653709762,20170819,Christopher_Steele,2,false
27,30,144,16807.00912553557,20170918,Christopher_Steele,2,false
28,30,553,29614.016052503666,20171018,Christopher_Steele,3,true
29,30,329,14899.304438182031,20171116,Christopher_Steele,3,false
30,30,421,36673.15557786714,20171216,Christopher_Steele,3,false
31,30,769,77001.8966517193,20180115,Christopher_Steele,3,false
32,30,600,27603.849672310513,20180214,Christopher_Steele,3,false
33,30,504,17345.29878611584,20180317,Christopher_Steele,3,false
34,30,331,12577.098121865465,20180416,Christopher_Steele,3,false
35,30,241,7859.77512404436,20180516,Christopher_Steele,3,false
36,30,232,8304.334188941037,20180615,Christopher_Steele,3,false
37,30,697,25999.840744771274,20180715,Christopher_Steele,4,true
38,30,656,24855.917682459927,20180814,Christopher_Steele,4,false
39,30,635,634.530144846611,20180913,Christopher_Steele,4,false
0,30,21,641.3126946268509,20150701,Dan_Avidan,0,false
1,30,23,698.4239452460462,20150731,Dan_Avidan,0,false
2,30,19,570.6667178428559,20150830,Dan_Avidan,0,false
3,30,23,695.1902364951918,20150929,Dan_Avidan,0,false
4,30,18,544.3650882855684,20151029,Dan_Avidan,0,false
5,30,20,591.3134536687609,20151127,Dan_Avidan,0,false
6,30,16,512.8121283567315,20151227,Dan_Avidan,0,false
7,30,16,509.60934339040415,20160126,Dan_Avidan,0,false
8,30,17,536.8928479295414,20160225,Dan_Avidan,0,false
9,30,20,623.1113117522223,20160327,Dan_Avidan,0,false
10,30,20,567.6316524018046,20160426,Dan_Avidan,0,false
11,30,21,17799.307233075408,20160526,Dan_Avidan,0,false
12,30,507,15987.683070170615,20160625,Dan_Avidan,4,true
13,30,630,19505.18711569826,20160725,Dan_Avidan,4,false
14,30,738,22671.251367331155,20160824,Dan_Avidan,4,false
15,30,684,21945.171860952138,20160923,Dan_Avidan,4,false
16,30,782,24181.60909690165,20161023,Dan_Avidan,4,false
17,30,665,19972.8589591751,20161121,Dan_Avidan,4,false
18,30,715,22527.545846198864,20161221,Dan_Avidan,4,false
19,30,621,18947.315564623157,20170120,Dan_Avidan,4,false
20,30,741,24962.02441118775,20170219,Dan_Avidan,4,false
21,30,803,24725.40798731721,20170322,Dan_Avidan,4,false
22,30,633,19096.179919560025,20170421,Dan_Avidan,4,false
23,30,650,20570.834589653965,20170521,Dan_Avidan,4,false
24,30,765,23024.341342735952,20170620,Dan_Avidan,4,false
25,30,1132,33860.00772347423,20170720,Dan_Avidan,4,false
26,30,835,24780.94355033002,20170819,Dan_Avidan,4,false
27,30,717,22641.13705833542,20170918,Dan_Avidan,4,false
28,30,856,28363.201037028004,20171018,Dan_Avidan,4,false
29,30,680,20501.535038365004,20171116,Dan_Avidan,4,false
30,30,682,22144.817065127092,20171216,Dan_Avidan,4,false
31,30,676,20271.1474148929,20180115,Dan_Avidan,4,false
32,30,773,24975.470405886208,20180214,Dan_Avidan,4,false
33,30,769,23046.798277185357,20180317,Dan_Avidan,4,false
34,30,730,22288.8098972412,20180416,Dan_Avidan,4,false
35,30,690,21705.698576701518,20180516,Dan_Avidan,4,false
36,30,1158,42463.40929309186,20180615,Dan_Avidan,5,true
37,30,1556,147951.06300061627,20180715,Dan_Avidan,5,false
38,30,1185,39157.273342310866,20180814,Dan_Avidan,5,false
39,30,1012,1012.1529627553259,20180913,Dan_Avidan,5,false
19,30,139,3283.9575819329243,20170208,Danielle_Bregoli,1,false
20,30,433,12583.900540726529,20170219,Danielle_Bregoli,1,false
21,30,101,3798.751030316495,20170322,Danielle_Bregoli,1,false
22,30,90,3083.1210518311523,20170421,Danielle_Bregoli,1,false
23,30,76,2978.5037944187757,20170521,Danielle_Bregoli,1,false
24,30,79,2802.543215523549,20170620,Danielle_Bregoli,1,false
25,30,71,3487.2390325649812,20170720,Danielle_Bregoli,1,false
26,30,193,7288.7109593681325,20170819,Danielle_Bregoli,2,true
27,30,5354,120618.91915094471,20170918,Danielle_Bregoli,6,true
28,30,4370,132159.9931258208,20171018,Danielle_Bregoli,6,false
29,30,5447,169088.89009946844,20171116,Danielle_Bregoli,7,true
30,30,8845,296388.7874375087,20171216,Danielle_Bregoli,7,false
31,30,6411,186144.78805519376,20180115,Danielle_Bregoli,7,false
32,30,7518,233771.06568729994,20180214,Danielle_Bregoli,7,false
33,30,9108,307576.50328898843,20180317,Danielle_Bregoli,7,false
34,30,15437,517290.55888765166,20180416,Danielle_Bregoli,8,true
35,30,14488,461945.45952418604,20180516,Danielle_Bregoli,8,false
36,30,16417,500661.01785461575,20180615,Danielle_Bregoli,8,false
37,30,16333,515977.88800573844,20180715,Danielle_Bregoli,8,false
38,30,13735,399893.79482275416,20180814,Danielle_Bregoli,8,false
39,30,13387,13387.038421763868,20180913,Danielle_Bregoli,8,false
0,30,46,1515.160640497745,20150701,Danielle_Jonas,0,false
1,30,46,1462.998286679319,20150731,Danielle_Jonas,0,false
2,30,40,1268.3565738687284,20150830,Danielle_Jonas,0,false
3,30,36,1112.7277562170425,20150929,Danielle_Jonas,0,false
4,30,33,998.3700985537484,20151029,Danielle_Jonas,0,false
5,30,4,170.03520254351778,20151127,Danielle_Jonas,0,false
6,30,6,186.87321259852519,20151227,Danielle_Jonas,0,false
7,30,3,110.61804230001047,20160126,Danielle_Jonas,0,false
8,30,5,144.45956539473266,20160225,Danielle_Jonas,0,false
9,30,5,157.1703278172072,20160327,Danielle_Jonas,0,false
10,30,7,248.06262243827788,20160426,Danielle_Jonas,0,false
11,30,5,153.78844051142903,20160526,Danielle_Jonas,0,false
12,30,4,236.24971279226608,20160625,Danielle_Jonas,0,false
13,30,4,116.04771506667628,20160725,Danielle_Jonas,0,false
14,30,4,145.8211757280282,20160824,Danielle_Jonas,0,false
15,30,4,131.328284252069,20160923,Danielle_Jonas,0,false
16,30,4,156.31167567655731,20161023,Danielle_Jonas,0,false
17,30,3,92.40421666228202,20161121,Danielle_Jonas,0,false
18,30,3,85.37478077335342,20161221,Danielle_Jonas,0,false
19,30,3,90.34577875987898,20170120,Danielle_Jonas,0,false
20,30,2,91.09281067977814,20170219,Danielle_Jonas,0,false
21,30,3,95.59035552501585,20170322,Danielle_Jonas,0,false
22,30,3,96.19068190542353,20170421,Danielle_Jonas,0,false
23,30,4,128.88764498554235,20170521,Danielle_Jonas,0,false
24,30,3,114.08891740563999,20170620,Danielle_Jonas,0,false
25,30,2,82.90435533675891,20170720,Danielle_Jonas,0,false
26,30,3,93.41661566391281,20170819,Danielle_Jonas,0,false
27,30,4,119.7783964040782,20170918,Danielle_Jonas,0,false
28,30,3,91.18016865715758,20171018,Danielle_Jonas,0,false
29,30,3,79.0041914763638,20171116,Danielle_Jonas,0,false
30,30,3,93.95218036123885,20171216,Danielle_Jonas,0,false
31,30,3,83.2854646797758,20180115,Danielle_Jonas,0,false
32,30,3,335.2160004699292,20180214,Danielle_Jonas,0,false
33,30,103,3330.2153893526656,20180317,Danielle_Jonas,2,true
34,30,149,4989.22905449245,20180416,Danielle_Jonas,2,false
35,30,230,7685.009601822926,20180516,Danielle_Jonas,3,true
36,30,270,10743.722486429495,20180615,Danielle_Jonas,3,false
37,30,741,37140.20751216713,20180715,Danielle_Jonas,4,true
38,30,1310,77240.24102666821,20180814,Danielle_Jonas,4,false
39,30,615,614.9267745180166,20180913,Danielle_Jonas,4,false
0,30,1,29.46870686471824,20150701,Danielle_Spencer_(Australian_actress),0,false
1,30,1,37.67540565354066,20150731,Danielle_Spencer_(Australian_actress),0,false
2,30,2,47.95611466428043,20150830,Danielle_Spencer_(Australian_actress),0,false
3,30,1,40.83024441446599,20150929,Danielle_Spencer_(Australian_actress),0,false
4,30,1,30.212964612701835,20151029,Danielle_Spencer_(Australian_actress),0,false
5,30,1,32.4024485130378,20151127,Danielle_Spencer_(Australian_actress),0,false
6,30,2,65.80336725279433,20151227,Danielle_Spencer_(Australian_actress),0,false
7,30,0,9.629823226809718,20160126,Danielle_Spencer_(Australian_actress),0,false
8,30,0,7.881444664634386,20160225,Danielle_Spencer_(Australian_actress),0,false
9,30,0,11.024957611387457,20160327,Danielle_Spencer_(Australian_actress),0,false
10,30,0,19.027319403123844,20160426,Danielle_Spencer_(Australian_actress),0,false
11,30,0,12.54034124150013,20160526,Danielle_Spencer_(Australian_actress),0,false
12,30,0,10.331752044188473,20160625,Danielle_Spencer_(Australian_actress),0,false
13,30,0,4.731501344064892,20160725,Danielle_Spencer_(Australian_actress),0,false
14,30,0,12.798773344302662,20160824,Danielle_Spencer_(Australian_actress),0,false
15,30,0,4.914371248443313,20160923,Danielle_Spencer_(Australian_actress),0,false
16,30,0,5.7245620608791,20161023,Danielle_Spencer_(Australian_actress),0,false
17,30,0,3.9124567852514534,20161121,Danielle_Spencer_(Australian_actress),0,false
18,30,0,6.5309731005200575,20161221,Danielle_Spencer_(Australian_actress),0,false
19,30,0,6.4705411611813926,20170120,Danielle_Spencer_(Australian_actress),0,false
20,30,0,10.832700312508749,20170219,Danielle_Spencer_(Australian_actress),0,false
21,30,0,6.857646978118006,20170322,Danielle_Spencer_(Australian_actress),0,false
22,30,0,13.847267271294166,20170421,Danielle_Spencer_(Australian_actress),0,false
23,30,0,4.990594451958549,20170521,Danielle_Spencer_(Australian_actress),0,false
24,30,0,0,20170620,Danielle_Spencer_(Australian_actress),0,false
25,30,0,3.2307952265803497,20170720,Danielle_Spencer_(Australian_actress),0,false
26,30,0,9.676088288941987,20170819,Danielle_Spencer_(Australian_actress),0,false
27,30,93,3163.501834009928,20170918,Danielle_Spencer_(Australian_actress),1,true
28,30,82,2563.9352499915326,20171018,Danielle_Spencer_(Australian_actress),1,false
29,30,111,3531.6741973365256,20171116,Danielle_Spencer_(Australian_actress),2,true
30,30,108,3580.1080352686217,20171216,Danielle_Spencer_(Australian_actress),2,false
31,30,107,3626.293481902065,20180115,Danielle_Spencer_(Australian_actress),2,false
32,30,180,12125.449744254529,20180214,Danielle_Spencer_(Australian_actress),2,false
33,30,401,49075.91187603033,20180317,Danielle_Spencer_(Australian_actress),2,false
34,30,173,6591.120456443355,20180416,Danielle_Spencer_(Australian_actress),2,false
35,30,322,9491.346240478879,20180516,Danielle_Spencer_(Australian_actress),3,true
36,30,450,14821.988538035803,20180615,Danielle_Spencer_(Australian_actress),3,false
37,30,517,16987.59681897967,20180715,Danielle_Spencer_(Australian_actress),4,true
38,30,589,18360.88667907954,20180814,Danielle_Spencer_(Australian_actress),4,false
39,30,864,863.5800507912414,20180913,Danielle_Spencer_(Australian_actress),4,false
0,30,33,6305.949462959768,20150701,Dipak_Misra,0,false
1,30,66,5880.359157140796,20150731,Dipak_Misra,0,false
2,30,37,1131.6189079584742,20150830,Dipak_Misra,0,false
3,30,36,1287.453945791668,20150929,Dipak_Misra,0,false
4,30,42,1459.502854533655,20151029,Dipak_Misra,0,false
5,30,41,1367.7481247170792,20151127,Dipak_Misra,0,false
6,30,48,1779.3614024507663,20151227,Dipak_Misra,0,false
7,30,47,1560.7445429631443,20160126,Dipak_Misra,0,false
8,30,45,1338.1789715572393,20160225,Dipak_Misra,0,false
9,30,41,1934.7853961763526,20160327,Dipak_Misra,0,false
10,30,68,2207.4811469320334,20160426,Dipak_Misra,0,false
11,30,37,1110.6927703446725,20160526,Dipak_Misra,0,false
12,30,53,1865.209201949332,20160625,Dipak_Misra,1,true
13,30,56,1732.8740403578652,20160725,Dipak_Misra,1,false
14,30,98,8027.349681074107,20160824,Dipak_Misra,1,false
15,30,85,4230.473808307708,20160923,Dipak_Misra,1,false
16,30,56,1877.7510612237015,20161023,Dipak_Misra,1,false
17,30,142,6360.875888286032,20161121,Dipak_Misra,1,false
18,30,112,3686.8063022701035,20161221,Dipak_Misra,1,false
19,30,118,3892.5845202304026,20170120,Dipak_Misra,1,false
20,30,74,2300.591708003623,20170219,Dipak_Misra,1,false
21,30,99,3243.419332871998,20170322,Dipak_Misra,1,false
22,30,103,6734.391467862555,20170421,Dipak_Misra,1,false
23,30,59,2016.9161642530667,20170521,Dipak_Misra,1,false
24,30,110,3387.4091637653196,20170620,Dipak_Misra,2,true
25,30,482,41331.3476358722,20170720,Dipak_Misra,3,true
26,30,1524,83372.92763871074,20170819,Dipak_Misra,4,true
27,30,920,31091.409247851076,20170918,Dipak_Misra,4,false
28,30,900,31001.2822693966,20171018,Dipak_Misra,4,false
29,30,1148,35214.13176624656,20171116,Dipak_Misra,4,false
30,30,814,113682.12362117195,20171216,Dipak_Misra,4,false
31,30,1247,56885.48825881106,20180115,Dipak_Misra,4,false
32,30,820,25101.052873466197,20180214,Dipak_Misra,4,false
33,30,1610,47567.82179971279,20180317,Dipak_Misra,4,false
34,30,1879,129731.82843379531,20180416,Dipak_Misra,4,false
35,30,922,37633.08367848537,20180516,Dipak_Misra,4,false
36,30,1035,32471.93645354321,20180615,Dipak_Misra,5,true
37,30,1266,39547.85322709533,20180715,Dipak_Misra,5,false
38,30,1446,57660.94392389407,20180814,Dipak_Misra,5,false
39,30,2947,2946.6960872876766,20180913,Dipak_Misra,6,true
0,30,41,1297.7728301969153,20150701,Dominic_Raab,0,false
1,30,30,891.7984610528938,20150731,Dominic_Raab,0,false
2,30,42,1353.679725111843,20150830,Dominic_Raab,0,false
3,30,45,1442.6646480688057,20150929,Dominic_Raab,0,false
4,30,39,1267.9140196783735,20151029,Dominic_Raab,0,false
5,30,44,1369.175894261406,20151127,Dominic_Raab,0,false
6,30,38,1598.0857250998247,20151227,Dominic_Raab,0,false
7,30,54,2856.2404550068236,20160126,Dominic_Raab,0,false
8,30,93,10634.806775823008,20160225,Dominic_Raab,0,false
9,30,96,7576.761426557277,20160327,Dominic_Raab,0,false
10,30,82,3482.4280493510664,20160426,Dominic_Raab,0,false
11,30,152,12067.246408012365,20160526,Dominic_Raab,0,false
12,30,393,44784.618173652874,20160625,Dominic_Raab,0,false
13,30,47,1799.193221438112,20160725,Dominic_Raab,0,false
14,30,60,2355.264459229961,20160824,Dominic_Raab,1,true
15,30,64,3105.3849314425056,20160923,Dominic_Raab,1,false
16,30,115,12489.968242958523,20161023,Dominic_Raab,1,false
17,30,90,4109.238686935004,20161121,Dominic_Raab,1,false
18,30,64,4084.227074750968,20161221,Dominic_Raab,1,false
19,30,75,4489.205441072978,20170120,Dominic_Raab,1,false
20,30,96,5387.487093266867,20170219,Dominic_Raab,1,false
21,30,98,6395.185215987037,20170322,Dominic_Raab,1,false
22,30,142,5916.97535454116,20170421,Dominic_Raab,1,false
23,30,383,28804.14614499244,20170521,Dominic_Raab,1,false
24,30,193,7783.790767453729,20170620,Dominic_Raab,1,false
25,30,93,3621.755273261573,20170720,Dominic_Raab,1,false
26,30,148,8033.277918485507,20170819,Dominic_Raab,2,true
27,30,178,10312.799243484133,20170918,Dominic_Raab,2,false
28,30,166,10010.197302220822,20171018,Dominic_Raab,2,false
29,30,141,12815.086567928753,20171116,Dominic_Raab,2,false
30,30,163,22107.781166193203,20171216,Dominic_Raab,2,false
31,30,215,8850.705861055638,20180115,Dominic_Raab,2,false
32,30,132,5677.168442350491,20180214,Dominic_Raab,2,false
33,30,123,5361.378851851736,20180317,Dominic_Raab,2,false
34,30,142,8610.690473574039,20180416,Dominic_Raab,2,false
35,30,154,10854.067212648964,20180516,Dominic_Raab,2,false
36,30,110,211016.7178285513,20180615,Dominic_Raab,2,false
37,30,942,67943.18802335461,20180715,Dominic_Raab,4,true
38,30,741,39547.496963006335,20180814,Dominic_Raab,4,false
39,30,5521,5520.928138332058,20180913,Dominic_Raab,7,true
5,30,0,30.375165828514735,20151222,Dua_Lipa,0,false
6,30,317,9172.345644243422,20151227,Dua_Lipa,3,true
7,30,1853,59664.0731843278,20160126,Dua_Lipa,5,true
8,30,3296,100650.07716888582,20160225,Dua_Lipa,6,true
9,30,3408,103359.66355410335,20160327,Dua_Lipa,6,false
10,30,3550,111963.80410539181,20160426,Dua_Lipa,6,false
11,30,2942,92926.26698912309,20160526,Dua_Lipa,6,false
12,30,3008,93222.5135317068,20160625,Dua_Lipa,6,false
13,30,2510,97370.00642455823,20160725,Dua_Lipa,6,false
14,30,3078,94665.65408774716,20160824,Dua_Lipa,6,false
15,30,3932,125490.08030012713,20160923,Dua_Lipa,6,false
16,30,3262,100697.63833356167,20161023,Dua_Lipa,6,false
17,30,2956,92066.96767872962,20161121,Dua_Lipa,6,false
18,30,3543,119253.18320455194,20161221,Dua_Lipa,6,false
19,30,7552,223990.3299954834,20170120,Dua_Lipa,7,true
20,30,6571,206530.41420501217,20170219,Dua_Lipa,7,false
21,30,6776,228333.22252719765,20170322,Dua_Lipa,7,false
22,30,6239,211506.1264011227,20170421,Dua_Lipa,7,false
23,30,9785,301920.7716127504,20170521,Dua_Lipa,7,false
24,30,14024,427824.22457885125,20170620,Dua_Lipa,8,true
25,30,16274,495934.57555648836,20170720,Dua_Lipa,8,false
26,30,22227,677982.9625538649,20170819,Dua_Lipa,8,false
27,30,20579,642832.865901366,20170918,Dua_Lipa,8,false
28,30,24430,750391.678576107,20171018,Dua_Lipa,8,false
29,30,21165,661157.1227368687,20171116,Dua_Lipa,8,false
30,30,19187,682169.2789553333,20171216,Dua_Lipa,8,false
31,30,24058,819693.7496624978,20180115,Dua_Lipa,8,false
32,30,26888,1185504.2482823203,20180214,Dua_Lipa,8,false
33,30,21698,655296.3743208691,20180317,Dua_Lipa,8,false
34,30,23097,760722.6360266554,20180416,Dua_Lipa,8,false
35,30,26446,1123656.7159555093,20180516,Dua_Lipa,8,false
36,30,20104,602739.12233883,20180615,Dua_Lipa,8,false
37,30,17673,538349.5681286255,20180715,Dua_Lipa,8,false
38,30,14900,463666.3391902942,20180814,Dua_Lipa,8,false
39,30,35294,35294.32064213475,20180913,Dua_Lipa,9,true
14,30,2646,22086.769585271857,20160913,George_Miller_(entertainer),0,false
15,30,0,25177.769778011978,20160923,George_Miller_(entertainer),0,false
16,30,0,8.436749547699957,20161023,George_Miller_(entertainer),0,false
17,30,0,18.32545045949632,20161121,George_Miller_(entertainer),0,false
18,30,0,17.154846543430697,20161221,George_Miller_(entertainer),0,false
19,30,0,1.8397739992725861,20170120,George_Miller_(entertainer),0,false
20,30,0,0,20170219,George_Miller_(entertainer),0,false
21,30,0,0,20170322,George_Miller_(entertainer),0,false
22,30,0,0.9624548469547276,20170421,George_Miller_(entertainer),0,false
23,30,0,0,20170521,George_Miller_(entertainer),0,false
24,30,0,0,20170620,George_Miller_(entertainer),0,false
25,30,0,0,20170720,George_Miller_(entertainer),0,false
26,30,0,0,20170819,George_Miller_(entertainer),0,false
27,30,0,0,20170918,George_Miller_(entertainer),0,false
28,30,0,0,20171018,George_Miller_(entertainer),0,false
29,30,0,9374.839375416752,20171116,George_Miller_(entertainer),0,false
30,30,5673,228286.8196801765,20171216,George_Miller_(entertainer),6,true
31,30,4085,125639.65575290173,20180115,George_Miller_(entertainer),6,false
32,30,2998,91258.32448106923,20180214,George_Miller_(entertainer),6,false
33,30,2992,98219.95529008546,20180317,George_Miller_(entertainer),6,false
34,30,2750,98151.97068853916,20180416,George_Miller_(entertainer),6,false
35,30,3353,104120.72495194196,20180516,George_Miller_(entertainer),6,false
36,30,3464,104277.52475771196,20180615,George_Miller_(entertainer),6,false
37,30,3881,143299.28571468854,20180715,George_Miller_(entertainer),6,false
38,30,3248,105180.34446493245,20180814,George_Miller_(entertainer),6,false
39,30,14253,14252.681985221276,20180913,George_Miller_(entertainer),8,true
5,30,6,248.84929461950964,20151202,Giovani_Lo_Celso,0,false
6,30,18,1229.503224761026,20151227,Giovani_Lo_Celso,0,false
7,30,32,1236.4637156453305,20160126,Giovani_Lo_Celso,0,false
8,30,73,5819.223625541278,20160225,Giovani_Lo_Celso,1,true
9,30,127,6963.340213695074,20160327,Giovani_Lo_Celso,1,false
10,30,137,6503.879324638401,20160426,Giovani_Lo_Celso,1,false
11,30,90,3990.03186447451,20160526,Giovani_Lo_Celso,1,false
12,30,168,7164.581507600897,20160625,Giovani_Lo_Celso,1,false
13,30,462,18618.158792937793,20160725,Giovani_Lo_Celso,1,false
14,30,176,6584.234431522702,20160824,Giovani_Lo_Celso,1,false
15,30,115,3454.775922041552,20160923,Giovani_Lo_Celso,1,false
16,30,100,3101.195828868508,20161023,Giovani_Lo_Celso,1,false
17,30,117,3900.4773904731633,20161121,Giovani_Lo_Celso,2,true
18,30,463,18066.65500979711,20161221,Giovani_Lo_Celso,2,false
19,30,434,17187.540379508486,20170120,Giovani_Lo_Celso,2,false
20,30,240,7943.281619736967,20170219,Giovani_Lo_Celso,2,false
21,30,187,6141.487856501901,20170322,Giovani_Lo_Celso,2,false
22,30,198,8379.719347210466,20170421,Giovani_Lo_Celso,2,false
23,30,221,6728.99755716642,20170521,Giovani_Lo_Celso,3,true
24,30,259,8757.892478326094,20170620,Giovani_Lo_Celso,3,false
25,30,638,27061.668751380534,20170720,Giovani_Lo_Celso,3,false
26,30,659,28917.93577133301,20170819,Giovani_Lo_Celso,3,false
27,30,371,19178.235024813654,20170918,Giovani_Lo_Celso,3,false
28,30,597,18849.266273242825,20171018,Giovani_Lo_Celso,3,false
29,30,429,15950.515253810043,20171116,Giovani_Lo_Celso,3,false
30,30,449,17369.961144431036,20171216,Giovani_Lo_Celso,3,false
31,30,856,39904.97071060288,20180115,Giovani_Lo_Celso,3,false
32,30,648,67628.2979794294,20180214,Giovani_Lo_Celso,3,false
33,30,499,27501.36148183796,20180317,Giovani_Lo_Celso,3,false
