bin,binSize,pageviews_median,pageviews_sum,timestamp,article,level,change
39,30,29677,29677.439164825886,20180913,6ix9ine,9,false
0,30,9,264.7576622326631,20150701,AJ_McLean,0,false
1,30,7,237.9505501409071,20150731,AJ_McLean,0,false
2,30,7,208.73750631230803,20150830,AJ_McLean,0,false
3,30,8,258.5046254361539,20150929,AJ_McLean,0,false
4,30,8,247.33509104584573,20151029,AJ_McLean,0,false
5,30,6,211.0937946326467,20151127,AJ_McLean,0,false
6,30,7,202.43166255704324,20151227,AJ_McLean,0,false
7,30,4,160.476004331436,20160126,AJ_McLean,0,false
8,30,8,231.6166254610441,20160225,AJ_McLean,0,false
9,30,6,193.65298549133828,20160327,AJ_McLean,0,false
10,30,6,190.04495399928948,20160426,AJ_McLean,0,false
11,30,6,182.5366105019953,20160526,AJ_McLean,0,false
12,30,6,225.0956079262534,20160625,AJ_McLean,0,false
13,30,6,163.84386231396346,20160725,AJ_McLean,0,false
14,30,7,210.38304521805915,20160824,AJ_McLean,0,false
15,30,7,214.86430830075187,20160923,AJ_McLean,0,false
16,30,6,188.3656080922254,20161023,AJ_McLean,0,false
17,30,8,235.67428537616163,20161121,AJ_McLean,0,false
18,30,6,219.54688168476082,20161221,AJ_McLean,0,false
19,30,7,216.6662801256291,20170120,AJ_McLean,0,false
20,30,1514,44597.54813523375,20170219,AJ_McLean,4,true
21,30,1539,57709.11492855708,20170322,AJ_McLean,4,false
22,30,1305,42465.38375832445,20170421,AJ_McLean,4,false
23,30,1241,41736.90751628362,20170521,AJ_McLean,4,false
24,30,1888,61372.26889101466,20170620,AJ_McLean,4,false
25,30,1688,51910.27239172758,20170720,AJ_McLean,4,false
26,30,1506,51853.21051220915,20170819,AJ_McLean,4,false
27,30,1052,34369.49157016706,20170918,AJ_McLean,4,false
28,30,1132,40393.29870337928,20171018,AJ_McLean,4,false
29,30,1608,52005.34923661315,20171116,AJ_McLean,4,false
30,30,1259,43512.93349832061,20171216,AJ_McLean,4,false
31,30,1158,37020.338191539864,20180115,AJ_McLean,4,false
32,30,1020,30392.16754540511,20180214,AJ_McLean,4,false
33,30,956,29716.815004116885,20180317,AJ_McLean,4,false
34,30,1293,41630.2391603457,20180416,AJ_McLean,5,true
35,30,2731,104112.08653249488,20180516,AJ_McLean,5,false
36,30,2190,101646.5531933872,20180615,AJ_McLean,5,false
37,30,1808,57898.771247539575,20180715,AJ_McLean,5,false
38,30,1440,58809.611101812916,20180814,AJ_McLean,5,false
39,30,1227,1226.7582800367816,20180913,AJ_McLean,5,false
4,30,33,1079.202989115437,20151108,Ademola_Lookman,0,false
5,30,248,15655.611385964858,20151127,Ademola_Lookman,1,true
6,30,202,10252.828261253157,20151227,Ademola_Lookman,1,false
7,30,91,4632.390646240739,20160126,Ademola_Lookman,1,false
8,30,70,2259.2179977266037,20160225,Ademola_Lookman,1,false
9,30,76,3270.2926173193964,20160327,Ademola_Lookman,1,false
10,30,130,7560.4827602358955,20160426,Ademola_Lookman,1,false
11,30,76,2255.5429845323074,20160526,Ademola_Lookman,1,false
12,30,121,4822.370926739173,20160625,Ademola_Lookman,1,false
13,30,95,5889.122327898815,20160725,Ademola_Lookman,1,false
14,30,111,6283.026599322516,20160824,Ademola_Lookman,2,true
15,30,106,3723.8436268983946,20160923,Ademola_Lookman,2,false
16,30,131,7073.5201385584,20161023,Ademola_Lookman,2,false
17,30,170,7428.4074937380055,20161121,Ademola_Lookman,2,false
18,30,1510,220635.72010806148,20161221,Ademola_Lookman,3,true
19,30,734,30003.877454824644,20170120,Ademola_Lookman,3,false
20,30,353,13322.011690551457,20170219,Ademola_Lookman,3,false
21,30,312,11761.547579104958,20170322,Ademola_Lookman,3,false
22,30,272,10634.954675645506,20170421,Ademola_Lookman,3,false
23,30,878,57608.961225394596,20170521,Ademola_Lookman,3,false
24,30,450,16139.980819271095,20170620,Ademola_Lookman,3,false
25,30,440,16773.581059225446,20170720,Ademola_Lookman,3,false
26,30,352,14085.898757826986,20170819,Ademola_Lookman,3,false
27,30,330,11540.755331522641,20170918,Ademola_Lookman,3,false
28,30,371,16116.57082918507,20171018,Ademola_Lookman,3,false
29,30,268,20053.041635474685,20171116,Ademola_Lookman,3,false
30,30,262,17444.232613124663,20171216,Ademola_Lookman,3,false
31,30,455,42339.83381085012,20180115,Ademola_Lookman,3,false
32,30,610,22166.001802658702,20180214,Ademola_Lookman,3,false
33,30,602,21840.760419454775,20180317,Ademola_Lookman,3,false
34,30,800,39607.93037481407,20180416,Ademola_Lookman,3,false
35,30,588,22455.36940945312,20180516,Ademola_Lookman,3,false
36,30,414,18123.424061362948,20180615,Ademola_Lookman,3,false
37,30,820,32460.15307041226,20180715,Ademola_Lookman,4,true
38,30,766,28617.71223128303,20180814,Ademola_Lookman,4,false
39,30,751,751.118610485094,20180913,Ademola_Lookman,4,false
0,30,62,2227.8050029517217,20150701,Aleksandr_Golovin_(footballer),0,false
1,30,45,1464.6645012224658,20150731,Aleksandr_Golovin_(footballer),0,false
2,30,47,1420.8054059402193,20150830,Aleksandr_Golovin_(footballer),0,false
3,30,44,1436.5271135376054,20150929,Aleksandr_Golovin_(footballer),0,false
4,30,38,1334.5247829982493,20151029,Aleksandr_Golovin_(footballer),0,false
5,30,32,947.7321211199126,20151127,Aleksandr_Golovin_(footballer),0,false
6,30,26,780.9326948840691,20151227,Aleksandr_Golovin_(footballer),0,false
7,30,36,1099.1886437641572,20160126,Aleksandr_Golovin_(footballer),0,false
8,30,48,2050.5003115607274,20160225,Aleksandr_Golovin_(footballer),0,false
9,30,69,3232.2962408456133,20160327,Aleksandr_Golovin_(footballer),0,false
10,30,73,3699.743671731061,20160426,Aleksandr_Golovin_(footballer),0,false
11,30,403,21415.6424958674,20160526,Aleksandr_Golovin_(footballer),0,false
12,30,87,2586.228557797575,20160625,Aleksandr_Golovin_(footballer),0,false
13,30,42,1340.0475853680082,20160725,Aleksandr_Golovin_(footballer),0,false
14,30,61,1903.113419538378,20160824,Aleksandr_Golovin_(footballer),0,false
15,30,62,2409.2050454007745,20160923,Aleksandr_Golovin_(footballer),0,false
16,30,41,1297.4196798252103,20161023,Aleksandr_Golovin_(footballer),0,false
17,30,40,1638.410635991177,20161121,Aleksandr_Golovin_(footballer),0,false
18,30,33,1006.7297449037791,20161221,Aleksandr_Golovin_(footballer),0,false
19,30,33,1035.017671584546,20170120,Aleksandr_Golovin_(footballer),0,false
20,30,40,1191.0827937268348,20170219,Aleksandr_Golovin_(footballer),0,false
21,30,51,1714.8229811430751,20170322,Aleksandr_Golovin_(footballer),1,true
22,30,51,1761.9626813163613,20170421,Aleksandr_Golovin_(footballer),1,false
23,30,196,31405.589599037492,20170521,Aleksandr_Golovin_(footballer),1,false
24,30,190,11432.9640110374,20170620,Aleksandr_Golovin_(footballer),1,false
25,30,96,3326.9737495438417,20170720,Aleksandr_Golovin_(footballer),1,false
26,30,96,3863.6528544561374,20170819,Aleksandr_Golovin_(footballer),1,false
27,30,92,5066.97898278434,20170918,Aleksandr_Golovin_(footballer),1,false
28,30,103,3644.892274343242,20171018,Aleksandr_Golovin_(footballer),1,false
29,30,119,5659.372392548002,20171116,Aleksandr_Golovin_(footballer),1,false
30,30,71,3033.6649077863835,20171216,Aleksandr_Golovin_(footballer),1,false
31,30,71,2436.3390909459577,20180115,Aleksandr_Golovin_(footballer),1,false
32,30,77,4277.658402233126,20180214,Aleksandr_Golovin_(footballer),1,false
33,30,208,17323.757570965015,20180317,Aleksandr_Golovin_(footballer),2,true
34,30,181,6216.014996287187,20180416,Aleksandr_Golovin_(footballer),2,false
35,30,1219,119413.99203328176,20180516,Aleksandr_Golovin_(footballer),4,true
36,30,4213,217385.95413978898,20180615,Aleksandr_Golovin_(footballer),4,false
37,30,1722,81858.87911197249,20180715,Aleksandr_Golovin_(footballer),4,false
38,30,725,22011.133768749565,20180814,Aleksandr_Golovin_(footballer),4,false
39,30,540,539.6085622028903,20180913,Aleksandr_Golovin_(footballer),4,false
0,30,95,2961.5030244656014,20150701,Alex_Jones,1,false
1,30,95,3169.9495871370727,20150731,Alex_Jones,1,false
2,30,89,2622.028547527158,20150830,Alex_Jones,1,false
3,30,69,2176.1446738699433,20150929,Alex_Jones,1,false
4,30,85,2628.294382234594,20151029,Alex_Jones,1,false
5,30,84,2626.501140330719,20151127,Alex_Jones,1,false
6,30,96,3117.217590456812,20151227,Alex_Jones,1,false
7,30,93,2767.714310948181,20160126,Alex_Jones,1,false
8,30,91,3059.6252764930305,20160225,Alex_Jones,1,false
9,30,74,2354.2490179325846,20160327,Alex_Jones,1,false
10,30,76,2427.3774662735946,20160426,Alex_Jones,1,false
11,30,79,2339.2152147389047,20160526,Alex_Jones,1,false
12,30,97,3980.6049256387864,20160625,Alex_Jones,1,false
13,30,98,2980.0111627409283,20160725,Alex_Jones,1,false
14,30,94,3083.176385912923,20160824,Alex_Jones,1,false
15,30,103,3661.4136421104245,20160923,Alex_Jones,1,false
16,30,127,4019.770570268947,20161023,Alex_Jones,1,false
17,30,110,3378.1848475627094,20161121,Alex_Jones,1,false
18,30,96,3318.306157945178,20161221,Alex_Jones,1,false
19,30,155,4684.580923502651,20170120,Alex_Jones,1,false
20,30,137,4322.200247153399,20170219,Alex_Jones,1,false
21,30,114,4350.470877627842,20170322,Alex_Jones,1,false
22,30,132,4340.262854925543,20170421,Alex_Jones,1,false
23,30,81,6082.998672145255,20170521,Alex_Jones,1,false
24,30,90,3088.3005154353364,20170620,Alex_Jones,1,false
25,30,111,3670.001500567954,20170720,Alex_Jones,1,false
26,30,90,2793.370238052944,20170819,Alex_Jones,1,false
27,30,77,2449.0721683022134,20170918,Alex_Jones,1,false
28,30,81,2535.7596120157373,20171018,Alex_Jones,1,false
29,30,67,2081.8280257873557,20171116,Alex_Jones,1,false
30,30,95,31605.894921034236,20171216,Alex_Jones,1,false
31,30,2357,73328.69189960956,20180115,Alex_Jones,6,true
32,30,3514,114805.09280199699,20180214,Alex_Jones,6,false
33,30,3281,108113.51666975941,20180317,Alex_Jones,6,false
34,30,2644,129201.71242689952,20180416,Alex_Jones,6,false
35,30,2953,96074.72852638297,20180516,Alex_Jones,6,false
36,30,2550,82792.71848749969,20180615,Alex_Jones,6,false
37,30,5304,460875.29619085894,20180715,Alex_Jones,7,true
38,30,7678,391442.40265703516,20180814,Alex_Jones,7,false
39,30,7491,7490.550978189262,20180913,Alex_Jones,7,false
25,30,0,25.50974448329776,20170805,Alexandria_Ocasio-Cortez,0,false
26,30,0,12.906070416645901,20170819,Alexandria_Ocasio-Cortez,0,false
27,30,0,9.166300593367925,20170918,Alexandria_Ocasio-Cortez,0,false
28,30,0,10.816276133864205,20171018,Alexandria_Ocasio-Cortez,0,false
29,30,0,15.261608633807795,20171116,Alexandria_Ocasio-Cortez,0,false
30,30,0,36.00813265429253,20171216,Alexandria_Ocasio-Cortez,0,false
31,30,0,22.803031373623632,20180115,Alexandria_Ocasio-Cortez,0,false
32,30,0,18.42947952610998,20180214,Alexandria_Ocasio-Cortez,0,false
33,30,2,74.44114038359115,20180317,Alexandria_Ocasio-Cortez,0,false
34,30,2,60.35216395040667,20180416,Alexandria_Ocasio-Cortez,0,false
35,30,7,250.53197966670956,20180516,Alexandria_Ocasio-Cortez,0,false
36,30,10346,844173.3924122436,20180615,Alexandria_Ocasio-Cortez,7,true
37,30,18898,596094.2844121171,20180715,Alexandria_Ocasio-Cortez,7,false
38,30,7031,235619.37494564953,20180814,Alexandria_Ocasio-Cortez,7,false
39,30,7037,7036.578191632337,20180913,Alexandria_Ocasio-Cortez,7,false
7,30,6,5.749832735166931,20160224,Alphonso_Davies,0,false
8,30,18,641.0557288399494,20160225,Alphonso_Davies,0,false
9,30,20,822.5270392573243,20160327,Alphonso_Davies,0,false
10,30,19,923.8451324480311,20160426,Alphonso_Davies,0,false
11,30,39,3636.2286563246807,20160526,Alphonso_Davies,0,false
12,30,46,9968.687025640207,20160625,Alphonso_Davies,0,false
13,30,55,2354.112580748057,20160725,Alphonso_Davies,0,false
14,30,69,4228.9429540704,20160824,Alphonso_Davies,0,false
15,30,146,17491.722232572054,20160923,Alphonso_Davies,0,false
16,30,61,1915.711048887024,20161023,Alphonso_Davies,0,false
17,30,58,1865.3300100885383,20161121,Alphonso_Davies,0,false
18,30,47,1438.0223697150243,20161221,Alphonso_Davies,0,false
19,30,51,1714.688148123289,20170120,Alphonso_Davies,1,true
20,30,189,13268.817212536107,20170219,Alphonso_Davies,1,false
21,30,113,6590.1105422016335,20170322,Alphonso_Davies,1,false
22,30,73,2934.9049523748868,20170421,Alphonso_Davies,1,false
23,30,293,13733.17603293646,20170521,Alphonso_Davies,2,true
24,30,305,69990.01168323166,20170620,Alphonso_Davies,2,false
25,30,297,24611.132133219406,20170720,Alphonso_Davies,2,false
26,30,199,8626.37725796124,20170819,Alphonso_Davies,2,false
27,30,169,6182.830654731827,20170918,Alphonso_Davies,2,false
28,30,425,17426.253714574526,20171018,Alphonso_Davies,2,false
29,30,183,8430.21945636897,20171116,Alphonso_Davies,2,false
30,30,151,4781.122248763941,20171216,Alphonso_Davies,2,false
31,30,146,4680.8220139039295,20180115,Alphonso_Davies,2,false
32,30,201,11191.720886936413,20180214,Alphonso_Davies,2,false
33,30,212,7705.3399949305385,20180317,Alphonso_Davies,2,false
34,30,179,6194.908133724087,20180416,Alphonso_Davies,2,false
35,30,214,15754.727148957913,20180516,Alphonso_Davies,3,true
36,30,567,17961.55752325784,20180615,Alphonso_Davies,4,true
37,30,2552,174392.09914560887,20180715,Alphonso_Davies,4,false
38,30,1053,44836.10936770966,20180814,Alphonso_Davies,4,false
39,30,986,986.359054428228,20180913,Alphonso_Davies,4,false
15,30,30,212.80956910876463,20161017,Alvin_Kamara,0,false
16,30,40,2425.1347056194704,20161023,Alvin_Kamara,0,false
17,30,44,2848.407531321477,20161121,Alvin_Kamara,0,false
18,30,78,3300.462456650226,20161221,Alvin_Kamara,1,true
19,30,119,4027.4878757231736,20170120,Alvin_Kamara,2,true
20,30,136,6837.277151199944,20170219,Alvin_Kamara,2,false
21,30,106,3634.367806170468,20170322,Alvin_Kamara,2,false
22,30,412,20873.298911522998,20170421,Alvin_Kamara,2,false
23,30,143,4800.152366328495,20170521,Alvin_Kamara,2,false
24,30,123,3950.039452269453,20170620,Alvin_Kamara,2,false
25,30,212,6960.133058741828,20170720,Alvin_Kamara,3,true
26,30,493,25926.19773648881,20170819,Alvin_Kamara,3,false
27,30,520,27337.977045821182,20170918,Alvin_Kamara,3,false
28,30,856,49245.61439215446,20171018,Alvin_Kamara,3,false
29,30,2878,229274.9511462334,20171116,Alvin_Kamara,3,false
30,30,3549,198809.7710464474,20171216,Alvin_Kamara,3,false
31,30,1846,103805.24258080403,20180115,Alvin_Kamara,3,false
32,30,820,29885.37648000233,20180214,Alvin_Kamara,3,false
33,30,695,20706.996640103796,20180317,Alvin_Kamara,3,false
34,30,799,32078.207614036637,20180416,Alvin_Kamara,3,false
35,30,471,14284.494540525611,20180516,Alvin_Kamara,3,false
36,30,511,18468.924281411786,20180615,Alvin_Kamara,4,true
37,30,1004,45917.277078242165,20180715,Alvin_Kamara,5,true
38,30,1641,58514.537444596805,20180814,Alvin_Kamara,5,false
39,30,1734,1734.3823959140702,20180913,Alvin_Kamara,5,false
13,30,14,77.13101513646977,20160821,Andrade_Cien_Almas,0,false
14,30,5,222.3151834418509,20160824,Andrade_Cien_Almas,0,false
15,30,5,166.7882296143101,20160923,Andrade_Cien_Almas,0,false
16,30,4,115.09295256318893,20161023,Andrade_Cien_Almas,0,false
17,30,3,98.87391791404278,20161121,Andrade_Cien_Almas,0,false
18,30,4,138.58773361717687,20161221,Andrade_Cien_Almas,0,false
19,30,3,169.49129483361847,20170120,Andrade_Cien_Almas,0,false
20,30,3,271.2308661037624,20170219,Andrade_Cien_Almas,0,false
21,30,46,1737.4278453470574,20170322,Andrade_Cien_Almas,0,false
22,30,4,146.40276587055968,20170421,Andrade_Cien_Almas,0,false
23,30,2,75.82832230174195,20170521,Andrade_Cien_Almas,0,false
24,30,2,879.4523893525309,20170620,Andrade_Cien_Almas,0,false
25,30,4,195.05555934993424,20170720,Andrade_Cien_Almas,0,false
26,30,4,216.42241430573986,20170819,Andrade_Cien_Almas,0,false
27,30,4,129.58128719896413,20170918,Andrade_Cien_Almas,0,false
28,30,5,187.31823236923552,20171018,Andrade_Cien_Almas,0,false
29,30,11,576.1896194762799,20171116,Andrade_Cien_Almas,0,false
30,30,6,172.33474555830463,20171216,Andrade_Cien_Almas,0,false
31,30,10,713.7413550558201,20180115,Andrade_Cien_Almas,0,false
32,30,11,339.7655707636869,20180214,Andrade_Cien_Almas,0,false
33,30,12,451.9106004344611,20180317,Andrade_Cien_Almas,0,false
34,30,648,16476.313469898134,20180416,Andrade_Cien_Almas,4,true
35,30,1165,54355.1606834726,20180516,Andrade_Cien_Almas,4,false
36,30,693,27393.875341769904,20180615,Andrade_Cien_Almas,4,false
37,30,1272,55826.20497133505,20180715,Andrade_Cien_Almas,5,true
38,30,1078,47179.09600564306,20180814,Andrade_Cien_Almas,5,false
39,30,1147,1147.3130423893197,20180913,Andrade_Cien_Almas,5,false
0,30,30,910.0314411892917,20150701,Andrew_Gillum,0,false
1,30,24,719.6517265536274,20150731,Andrew_Gillum,0,false
2,30,20,588.6671108194711,20150830,Andrew_Gillum,0,false
3,30,23,729.1150369603139,20150929,Andrew_Gillum,0,false
4,30,20,1209.477823164355,20151029,Andrew_Gillum,0,false
5,30,29,998.2329233435499,20151127,Andrew_Gillum,0,false
6,30,22,656.8652772676659,20151227,Andrew_Gillum,0,false
7,30,23,749.7281454723447,20160126,Andrew_Gillum,0,false
8,30,27,1094.0484420746545,20160225,Andrew_Gillum,0,false
9,30,27,783.8368302719149,20160327,Andrew_Gillum,0,false
10,30,25,777.4631131578911,20160426,Andrew_Gillum,0,false
11,30,29,856.509585713518,20160526,Andrew_Gillum,0,false
12,30,32,1370.6301324500068,20160625,Andrew_Gillum,0,false
13,30,33,2430.497477812027,20160725,Andrew_Gillum,0,false
14,30,45,2309.6082322269085,20160824,Andrew_Gillum,0,false
15,30,31,1506.9490505953254,20160923,Andrew_Gillum,0,false
16,30,48,1818.7173789590368,20161023,Andrew_Gillum,0,false
17,30,48,1792.7987538052198,20161121,Andrew_Gillum,0,false
18,30,49,1781.0075943208174,20161221,Andrew_Gillum,0,false
19,30,54,1636.3374398755643,20170120,Andrew_Gillum,1,true
20,30,299,14587.219052916953,20170219,Andrew_Gillum,2,true
21,30,239,8016.988626624903,20170322,Andrew_Gillum,2,false
22,30,201,6367.573775086219,20170421,Andrew_Gillum,2,false
23,30,177,5408.13623879174,20170521,Andrew_Gillum,2,false
24,30,163,4931.347371053341,20170620,Andrew_Gillum,2,false
25,30,169,5507.405985844442,20170720,Andrew_Gillum,2,false
26,30,151,5350.548362191646,20170819,Andrew_Gillum,2,false
27,30,117,3589.902280749886,20170918,Andrew_Gillum,2,false
28,30,139,4712.802193794479,20171018,Andrew_Gillum,2,false
29,30,116,3812.501460796032,20171116,Andrew_Gillum,2,false
30,30,195,6739.876635305765,20171216,Andrew_Gillum,2,false
31,30,181,8604.366853909436,20180115,Andrew_Gillum,2,false
32,30,294,11294.23599133013,20180214,Andrew_Gillum,2,false
33,30,195,5804.466068756929,20180317,Andrew_Gillum,2,false
34,30,176,5408.150613516818,20180416,Andrew_Gillum,2,false
35,30,246,7764.525691201336,20180516,Andrew_Gillum,3,true
36,30,377,11969.297172767052,20180615,Andrew_Gillum,3,false
37,30,967,30793.559621501725,20180715,Andrew_Gillum,4,true
38,30,2287,423009.6536602648,20180814,Andrew_Gillum,6,true
39,30,3757,3756.624808758554,20180913,Andrew_Gillum,6,false
0,30,85,2505.3312549976877,20150701,Angad_Bedi,1,false
1,30,74,2334.6641676967342,20150731,Angad_Bedi,1,false
2,30,71,2471.6779373913223,20150830,Angad_Bedi,1,false
3,30,67,2153.54316852661,20150929,Angad_Bedi,1,false
4,30,65,2007.0237692869723,20151029,Angad_Bedi,1,false
5,30,82,3264.185080119769,20151127,Angad_Bedi,1,false
6,30,71,2523.3819155398164,20151227,Angad_Bedi,1,false
7,30,117,4678.586115339679,20160126,Angad_Bedi,1,false
8,30,89,2910.299903316478,20160225,Angad_Bedi,1,false
9,30,168,10071.17581438186,20160327,Angad_Bedi,1,false
10,30,97,3299.582436094016,20160426,Angad_Bedi,1,false
11,30,80,2758.3012610851897,20160526,Angad_Bedi,1,false
12,30,130,10820.884600300975,20160625,Angad_Bedi,2,true
13,30,704,23266.49395845796,20160725,Angad_Bedi,3,true
14,30,1107,107616.80100613313,20160824,Angad_Bedi,3,false
15,30,2264,93015.36872816471,20160923,Angad_Bedi,3,false
16,30,1582,59430.24320802532,20161023,Angad_Bedi,3,false
17,30,1711,74810.80517743225,20161121,Angad_Bedi,3,false
18,30,771,24590.938559888426,20161221,Angad_Bedi,3,false
19,30,583,18529.409086191066,20170120,Angad_Bedi,3,false
20,30,391,12549.35672141564,20170219,Angad_Bedi,3,false
21,30,350,16410.213928095756,20170322,Angad_Bedi,3,false
22,30,406,14567.181871523062,20170421,Angad_Bedi,3,false
23,30,417,14524.796618919496,20170521,Angad_Bedi,3,false
24,30,993,29333.128968100864,20170620,Angad_Bedi,3,false
25,30,837,26587.98619582408,20170720,Angad_Bedi,3,false
26,30,810,25559.922447533885,20170819,Angad_Bedi,3,false
27,30,905,26846.939750077378,20170918,Angad_Bedi,3,false
28,30,971,41379.52545814206,20171018,Angad_Bedi,3,false
29,30,839,25825.237726846754,20171116,Angad_Bedi,3,false
30,30,2359,108642.04688915827,20171216,Angad_Bedi,3,false
31,30,875,27982.238155576895,20180115,Angad_Bedi,3,false
32,30,809,26718.769105780873,20180214,Angad_Bedi,3,false
33,30,643,25185.867607281416,20180317,Angad_Bedi,3,false
34,30,445,634679.1170193962,20180416,Angad_Bedi,3,false
35,30,3102,121632.34708550222,20180516,Angad_Bedi,5,true
36,30,2557,86050.78316943574,20180615,Angad_Bedi,5,false
37,30,2955,100276.52490973419,20180715,Angad_Bedi,5,false
38,30,2156,151115.05590790854,20180814,Angad_Bedi,5,false
39,30,1327,1326.8386443459217,20180913,Angad_Bedi,5,false
11,30,0,1.9856322951219731,20160531,Anne-Marie_(singer),0,false
12,30,0,0,20160625,Anne-Marie_(singer),0,false
13,30,411,12924.982316902526,20160725,Anne-Marie_(singer),3,true
14,30,758,27432.691620901718,20160824,Anne-Marie_(singer),4,true
15,30,862,27571.11569336857,20160923,Anne-Marie_(singer),4,false
16,30,2573,80845.26302174915,20161023,Anne-Marie_(singer),5,true
17,30,3837,131530.06313473854,20161121,Anne-Marie_(singer),5,false
18,30,3633,119953.90012234992,20161221,Anne-Marie_(singer),5,false
19,30,3241,107863.01510524433,20170120,Anne-Marie_(singer),5,false
20,30,4255,153786.00867992855,20170219,Anne-Marie_(singer),5,false
21,30,5280,160642.83997390917,20170322,Anne-Marie_(singer),5,false
22,30,4688,147235.44476739914,20170421,Anne-Marie_(singer),5,false
23,30,3695,115217.64813259299,20170521,Anne-Marie_(singer),5,false
24,30,3063,97726.26248587402,20170620,Anne-Marie_(singer),5,false
25,30,2352,71189.43796595065,20170720,Anne-Marie_(singer),5,false
26,30,2116,66030.36887388917,20170819,Anne-Marie_(singer),5,false
27,30,1769,54541.00995664716,20170918,Anne-Marie_(singer),5,false
28,30,1776,60070.91569742137,20171018,Anne-Marie_(singer),5,false
29,30,1690,62028.42031808859,20171116,Anne-Marie_(singer),5,false
30,30,2040,66328.89230251654,20171216,Anne-Marie_(singer),5,false
31,30,1354,58575.260557281625,20180115,Anne-Marie_(singer),5,false
32,30,4104,140565.92696399524,20180214,Anne-Marie_(singer),6,true
33,30,4670,157863.59239772268,20180317,Anne-Marie_(singer),6,false
34,30,8399,271493.4072997235,20180416,Anne-Marie_(singer),6,false
35,30,6733,215712.53962198616,20180516,Anne-Marie_(singer),6,false
36,30,5556,199464.08917401583,20180615,Anne-Marie_(singer),6,false
37,30,5951,187647.1005298199,20180715,Anne-Marie_(singer),6,false
38,30,5111,156959.1880520858,20180814,Anne-Marie_(singer),6,false
39,30,3971,3971.23012604001,20180913,Anne-Marie_(singer),6,false
1,30,928,13781.679340978668,20150819,Anya_Taylor-Joy,2,false
2,30,201,6448.057752482017,20150830,Anya_Taylor-Joy,2,false
3,30,207,6341.550841273344,20150929,Anya_Taylor-Joy,2,false
4,30,165,5181.416116780214,20151029,Anya_Taylor-Joy,2,false
5,30,268,8420.359041084443,20151127,Anya_Taylor-Joy,3,true
6,30,558,18835.943733804794,20151227,Anya_Taylor-Joy,4,true
7,30,1225,148409.77895648382,20160126,Anya_Taylor-Joy,5,true
8,30,4213,149208.19660355535,20160225,Anya_Taylor-Joy,5,false
9,30,2547,93465.3747790633,20160327,Anya_Taylor-Joy,5,false
10,30,3452,114372.05208229697,20160426,Anya_Taylor-Joy,5,false
11,30,2757,98777.1843691674,20160526,Anya_Taylor-Joy,5,false
12,30,2044,62938.80473344832,20160625,Anya_Taylor-Joy,5,false
13,30,2034,82537.77032619224,20160725,Anya_Taylor-Joy,5,false
14,30,3130,122970.10439419831,20160824,Anya_Taylor-Joy,5,false
